step,loss,loss_smooth,ppl
0,8.12138843536377,2.303869035664393,10.01284767277616
1,2.1496543884277344,2.303869035664393,10.01284767277616
2,5.478978157043457,2.303869035664393,10.01284767277616
3,0.27873197197914124,2.303869035664393,10.01284767277616
4,14.350403785705566,2.303869035664393,10.01284767277616
5,0.8817693591117859,2.303869035664393,10.01284767277616
6,1.254677414894104,2.303869035664393,10.01284767277616
7,6.056434631347656,2.303869035664393,10.01284767277616
8,4.975063323974609,2.303869035664393,10.01284767277616
9,5.368966579437256,2.303869035664393,10.01284767277616
10,0.6808769702911377,2.303869035664393,10.01284767277616
11,0.10756858438253403,2.303869035664393,10.01284767277616
12,0.01422479934990406,2.303869035664393,10.01284767277616
13,4.769084453582764,2.303869035664393,10.01284767277616
14,2.494614362716675,2.303869035664393,10.01284767277616
15,0.09588365256786346,2.303869035664393,10.01284767277616
16,0.47398245334625244,2.303869035664393,10.01284767277616
17,0.10832558572292328,2.303869035664393,10.01284767277616
18,1.152085781097412,2.303869035664393,10.01284767277616
19,1.4035931825637817,2.303869035664393,10.01284767277616
20,3.307291030883789,2.303869035664393,10.01284767277616
21,0.0014365125680342317,2.303869035664393,10.01284767277616
22,2.932505594799295e-05,2.303869035664393,10.01284767277616
23,0.0001554368354845792,2.303869035664393,10.01284767277616
24,0.035223886370658875,2.303869035664393,10.01284767277616
25,9.341373443603516,2.303869035664393,10.01284767277616
26,6.078691482543945,2.303869035664393,10.01284767277616
27,0.007669526617974043,2.303869035664393,10.01284767277616
28,0.0033141232561320066,2.303869035664393,10.01284767277616
29,2.483670711517334,2.303869035664393,10.01284767277616
30,0.01703898049890995,2.303869035664393,10.01284767277616
31,1.8343099355697632,2.303869035664393,10.01284767277616
32,0.5104918479919434,2.303869035664393,10.01284767277616
33,5.999176979064941,2.303869035664393,10.01284767277616
34,4.710442066192627,2.303869035664393,10.01284767277616
35,5.038958549499512,2.303869035664393,10.01284767277616
36,2.3834052085876465,2.303869035664393,10.01284767277616
37,0.006109135691076517,2.303869035664393,10.01284767277616
38,0.007273503113538027,2.303869035664393,10.01284767277616
39,0.002996480790898204,2.303869035664393,10.01284767277616
40,0.021790841594338417,2.303869035664393,10.01284767277616
41,0.32265621423721313,2.303869035664393,10.01284767277616
42,5.065206050872803,2.303869035664393,10.01284767277616
43,3.8857064247131348,2.303869035664393,10.01284767277616
44,0.00119138287845999,2.303869035664393,10.01284767277616
45,0.023302631452679634,2.303869035664393,10.01284767277616
46,2.9569575786590576,2.303869035664393,10.01284767277616
47,0.0015773248160257936,2.303869035664393,10.01284767277616
48,0.5155209302902222,2.303869035664393,10.01284767277616
49,1.6817131042480469,2.303869035664393,10.01284767277616
50,0.010744458995759487,2.303869035664393,10.01284767277616
51,0.0066367206163704395,2.303869035664393,10.01284767277616
52,0.00016509123088326305,2.303869035664393,10.01284767277616
53,0.9572655558586121,2.303869035664393,10.01284767277616
54,0.0084060188382864,2.303869035664393,10.01284767277616
55,4.124551773071289,2.303869035664393,10.01284767277616
56,3.382150411605835,2.303869035664393,10.01284767277616
57,0.06420480459928513,2.303869035664393,10.01284767277616
58,3.1286792755126953,2.303869035664393,10.01284767277616
